pillar,sort_order,slug,display_name,unit,wired_status,tier_index,threshold,current_title,current_body,copy_status,proposed_title,proposed_body,approved_y_n
checkins,5,checkins_completed,"Weekly Check-Ins",count,wired,2,3,"Three Check-Ins","Three weekly reviews logged. The picture starts to compound. Five next.",approved,,,
checkins,5,checkins_completed,"Weekly Check-Ins",count,wired,3,5,"Five Weekly Check-Ins","Five reviews banked. Patterns become visible across weeks. Ten next.",approved,,,
checkins,5,checkins_completed,"Weekly Check-Ins",count,wired,4,10,"Ten Check-Ins Done","Ten weekly reviews. The cadence is doing the work — quarterly insight. Twenty-five next.",approved,,,
checkins,5,checkins_completed,"Weekly Check-Ins",count,wired,5,25,"Twenty-Five Check-Ins","Twenty-five weekly reviews logged. Half a year of self-evidence. Fifty next.",approved,,,
checkins,5,checkins_completed,"Weekly Check-Ins",count,wired,6,50,"Fifty Weekly Reviews","Fifty check-ins banked. A full year of weekly reflection. One hundred next.",approved,,,
checkins,5,checkins_completed,"Weekly Check-Ins",count,wired,7,100,"One Hundred Check-Ins","A century of weekly reviews. Two years of consistent self-tracking. Two-fifty next.",approved,,,
checkins,5,checkins_completed,"Weekly Check-Ins",count,wired,8,250,"Two Hundred and Fifty Check-Ins","Two-fifty weekly reviews. The discipline of stopping to look is rare. Five hundred next.",approved,,,
checkins,5,checkins_completed,"Weekly Check-Ins",count,wired,9,500,"Five Hundred Check-Ins","Five hundred check-ins. A decade of weekly self-honesty, banked. One thousand sits ahead.",approved,,,
checkins,5,checkins_completed,"Weekly Check-Ins",count,wired,10,1000,"One Thousand Check-Ins","One thousand weekly reviews. Two decades of self-tracked truth. Rare territory.",approved,,,
checkins,6,monthly_checkins_completed,"Monthly Check-Ins",count,wired,1,1,"First Monthly Review","The monthly check-in goes deeper than the weekly. One done — three is the cadence.",approved,,,
checkins,6,monthly_checkins_completed,"Monthly Check-Ins",count,wired,2,3,"Three Monthly Reviews","Three months of deeper reflection. The longer view starts to form. Five next.",approved,,,
checkins,6,monthly_checkins_completed,"Monthly Check-Ins",count,wired,3,5,"Five Months Reviewed","Five monthly check-ins. The arc becomes visible from this height. Ten next.",approved,,,
checkins,6,monthly_checkins_completed,"Monthly Check-Ins",count,wired,4,10,"Ten Monthly Reviews","Ten months banked. Nearly a year of structured monthly reflection. Twenty-five next.",approved,,,
checkins,6,monthly_checkins_completed,"Monthly Check-Ins",count,wired,5,25,"Twenty-Five Months","Twenty-five months reviewed. Two-plus years of stop-and-think discipline. Fifty next.",approved,,,
checkins,6,monthly_checkins_completed,"Monthly Check-Ins",count,wired,6,50,"Fifty Monthly Check-Ins","Fifty months banked. Four years of intentional monthly reflection. One hundred next.",approved,,,
checkins,6,monthly_checkins_completed,"Monthly Check-Ins",count,wired,7,100,"One Hundred Monthly Reviews","A century of monthly reviews. Eight years of structured self-knowledge. Two-fifty next.",approved,,,
checkins,6,monthly_checkins_completed,"Monthly Check-Ins",count,wired,8,250,"Two Hundred and Fifty Monthly","Two-fifty months reviewed. Twenty years of monthly reflection — exceptional. Five hundred next.",approved,,,
checkins,6,monthly_checkins_completed,"Monthly Check-Ins",count,wired,9,500,"Five Hundred Monthly","Five hundred monthly reviews. Forty years of reflective practice. Rare air.",approved,,,
checkins,6,monthly_checkins_completed,"Monthly Check-Ins",count,wired,10,1000,"One Thousand Monthly","One thousand monthly check-ins. A lifetime of structured reflection, fully banked.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,1,3,"Three Week Check-In Streak","Three weeks of consecutive check-ins. The reflection cadence is forming. Six weeks next.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,2,6,"Six Week Check-In Streak","Six straight weekly check-ins. Patterns in your data are becoming visible. Ten weeks next.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,3,10,"Ten Week Check-In Streak","Ten consecutive weekly check-ins. The trend lines are real now. Sixteen next.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,4,16,"Sixteen Week Check-In Streak","Sixteen weeks unbroken. A full quarter of self-awareness data. Twenty-six next.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,5,26,"Half Year Check-In Streak","Twenty-six consecutive weeks. Half a year of weekly reflection. Thirty-nine next.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,6,39,"Thirty-Nine Week Check-In Streak","Thirty-nine weeks unbroken. Three quarters of a year of consistent reflection. Fifty-two next.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,7,52,"One Year Check-In Streak","A full year of weekly check-ins. Twelve months of consistent self-review. Seventy-eight next.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,8,78,"Eighteen Month Check-In Streak","Seventy-eight consecutive weekly check-ins. A year and a half unbroken. Two years next.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,9,104,"Two Year Check-In Streak","Two full years of weekly check-ins without a miss. Identity-level reflection. Three years next.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,10,156,"Three Year Check-In Streak","Three years of weekly self-review. The compound effect is on full display. Four years next.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,11,208,"Four Year Check-In Streak","Four consecutive years of weekly check-ins. Almost no-one keeps this cadence.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,12,260,"Five Year Check-In Streak","Half a decade of weekly self-review without a miss. Rarefied air.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,13,312,"Six Year Check-In Streak","Six full years of weekly check-ins without a single miss. Exceptional consistency.",approved,,,
checkins,26,streak_checkin_weeks,"Weekly Check-In Streak",weeks,wired,14,520,"Decade Check-In Streak","Ten years of consecutive weekly reflection. The standard for everyone else.",approved,,,
checkins,500,daily_mood_checkins,"Daily Mood Logs",,NOT WIRED,1,7,"Seven Mood Logs","Seven daily mood logs banked. A week of paying attention to how you actually feel.",placeholder,,,
checkins,500,daily_mood_checkins,"Daily Mood Logs",,NOT WIRED,2,30,"Thirty Mood Logs","Thirty daily mood logs. A month of consistent self-attention — quietly powerful.",placeholder,,,
checkins,500,daily_mood_checkins,"Daily Mood Logs",,NOT WIRED,3,90,"Ninety Mood Logs","Ninety daily mood logs. A quarter's worth of attention to your inner weather.",placeholder,,,
checkins,500,daily_mood_checkins,"Daily Mood Logs",,NOT WIRED,4,365,"Year of Mood Logs","A full year of daily mood logs. Rare data on your own life — almost no one keeps this record.",placeholder,,,
checkins,501,checkin_text_responses,"Reflective Check-Ins",,NOT WIRED,1,5,"Five Reflective Responses","Five check-ins with written reflection. Words help where ratings cannot.",placeholder,,,
checkins,501,checkin_text_responses,"Reflective Check-Ins",,NOT WIRED,2,25,"Twenty-Five Reflective Responses","Twenty-five reflective check-ins. The discipline of capturing nuance, not just a score.",placeholder,,,
checkins,501,checkin_text_responses,"Reflective Check-Ins",,NOT WIRED,3,100,"Hundred Reflective Responses","One hundred reflective check-ins. A genuine written record of your interior life over time.",placeholder,,,
checkins,502,daily_mood_streak,"Daily Mood Streak",,NOT WIRED,1,7,"Seven-Day Mood Streak","Seven days running of mood logs. The simplest, most reliable self-tracking practice there is.",placeholder,,,
checkins,502,daily_mood_streak,"Daily Mood Streak",,NOT WIRED,2,30,"Thirty-Day Mood Streak","Thirty days of consecutive mood logs. A month of self-attention without a missed day.",placeholder,,,
checkins,502,daily_mood_streak,"Daily Mood Streak",,NOT WIRED,3,90,"Ninety-Day Mood Streak","Ninety consecutive mood logs. A practice that very few sustain — and even fewer benefit from more.",placeholder,,,
checkins,503,weekly_score_climb,"Weekly Climb",,NOT WIRED,1,2,"Two Improving Weeks","Two consecutive weeks of improving wellbeing scores. Trajectory matters more than absolutes.",placeholder,,,
checkins,503,weekly_score_climb,"Weekly Climb",,NOT WIRED,2,3,"Three Improving Weeks","Three improving weeks running. Progress that builds on itself.",placeholder,,,
checkins,503,weekly_score_climb,"Weekly Climb",,NOT WIRED,3,5,"Five Improving Weeks","Five consecutive weeks of climbing wellbeing scores. Sustained upward movement.",placeholder,,,
checkins,503,weekly_score_climb,"Weekly Climb",,NOT WIRED,4,8,"Eight Improving Weeks","Eight improving weeks. Two months of consistent forward progress on the inner score.",placeholder,,,
checkins,504,monthly_avg_improved,"Monthly Improvement",,NOT WIRED,1,1,"First Monthly Improvement","First month with a higher average wellbeing score than the previous. A real signal, not a single-day bounce.",placeholder,,,
checkins,504,monthly_avg_improved,"Monthly Improvement",,NOT WIRED,2,3,"Three Monthly Improvements","Three months of improving monthly averages. Sustained progress across a meaningful timeframe.",placeholder,,,
checkins,504,monthly_avg_improved,"Monthly Improvement",,NOT WIRED,3,6,"Six Monthly Improvements","Six monthly improvements. Half a year of forward movement on the deepest measure.",placeholder,,,
checkins,505,first_checkin,"First Check-Ins",,NOT WIRED,1,1,"First Check-In","Your first weekly check-in submitted. The hardest one to do.",placeholder,,,
checkins,505,first_checkin,"First Check-Ins",,NOT WIRED,2,5,"Five Check-Ins","Five check-ins submitted. A real practice of weekly self-attention is forming.",placeholder,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,1,1,"First Meal Logged","Awareness beats assumption. One meal logged is the start of real data. Three next.",approved,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,2,3,"Three Meals In","Three meals tracked. The nutritional picture begins to form. Five next.",approved,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,3,5,"Five Meals Banked","Five meals logged. Patterns emerge faster than you'd expect. Ten next.",approved,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,4,10,"Ten Meals Tracked","Ten meals banked. The numbers start telling a story you can act on. Twenty-five next.",approved,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,5,25,"Twenty-Five Meals","Twenty-five meals tracked. Awareness is doing quiet work on your choices. Fifty next.",approved,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,6,50,"Fifty Meals Logged","Fifty meals banked. The data is becoming useful, not just present. One hundred next.",approved,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,7,100,"One Hundred Meals","A century of meals tracked. Decisions improve when you can see them. Two-fifty next.",approved,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,8,250,"Two Hundred and Fifty Meals","Two-fifty meals banked. Tracking has become part of how you eat. Five hundred next.",approved,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,9,500,"Five Hundred Meals","Five hundred meals tracked. Real evidence, banked over months. One thousand next.",approved,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,10,1000,"One Thousand Meals","A thousand meals tracked. The relationship with food is conscious now. Twenty-five hundred next.",approved,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,11,2500,"Twenty-Five Hundred Meals","Twenty-five hundred meals tracked. Years of nutritional self-knowledge. Five thousand on the horizon.",approved,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,12,5000,"Five Thousand Meals","Five thousand meals tracked. The data is a small autobiography of fuel.",approved,,,
cross_cutting,7,meals_logged,"Meals Logged",count,wired,13,10000,"Ten Thousand Meals","Ten thousand meals tracked. A decade of conscious nutrition, evidenced.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,1,1,"First Weight Logged","One number, recorded. Three readings starts a real trend line.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,2,3,"Three Weights In","Three weigh-ins logged. The trend line is forming. Five next.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,3,5,"Five Weights Banked","Five readings. Trend matters more than any single number. Ten next.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,4,10,"Ten Weights Logged","Ten weigh-ins banked. The line tells the truth about the trend. Twenty-five next.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,5,25,"Twenty-Five Readings","Twenty-five weigh-ins. The signal is now louder than the daily noise. Fifty next.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,6,50,"Fifty Weights Logged","Fifty readings banked. You can see what's actually happening. One hundred next.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,7,100,"One Hundred Readings","A century of weigh-ins. Months of body data, plotted and yours. Two-fifty next.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,8,250,"Two Hundred and Fifty Weights","Two-fifty weigh-ins banked. Habit-grade data discipline at this point. Five hundred next.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,9,500,"Five Hundred Readings","Five hundred readings. The trend line is more honest than any single weigh-in. One thousand next.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,10,1000,"One Thousand Readings","A thousand weigh-ins logged. Years of body data, banked. Twenty-five hundred next.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,11,2500,"Twenty-Five Hundred Weights","Twenty-five hundred readings. A long, honest record of the body.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,12,5000,"Five Thousand Weights","Five thousand weigh-ins. Rare evidentiary discipline, sustained over many years.",approved,,,
cross_cutting,8,weights_logged,"Weights Logged",count,wired,13,10000,"Ten Thousand Weights","Ten thousand readings. A decade of self-knowledge written in numbers.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,1,1,"First Exercise Logged","Sets and reps, written down. Three logs gets the tracking habit going.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,2,3,"Three Exercises In","Three set-logs. Tracking inside the workout sharpens the workout itself. Five next.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,3,5,"Five Exercises Logged","Five set-logs. Numbers make the next session better. Ten next.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,4,10,"Ten Exercises Logged","Ten set-logs. You're building a personal training record. Twenty-five next.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,5,25,"Twenty-Five Sets","Twenty-five sets banked. Progressive overload becomes visible from here. Fifty next.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,6,50,"Fifty Exercises Logged","Fifty sets in the record. Hard data, set by set. One hundred next.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,7,100,"One Hundred Sets","A century of sets logged. The training journal is real now. Two-fifty next.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,8,250,"Two Hundred and Fifty Sets","Two-fifty sets recorded. Few people track training this carefully. Five hundred next.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,9,500,"Five Hundred Sets","Five hundred sets in the record. A real training log, banked. One thousand next.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,10,1000,"One Thousand Sets","A thousand sets recorded. Year-on-year progression, fully evidenced. Twenty-five hundred next.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,11,2500,"Twenty-Five Hundred Sets","Twenty-five hundred sets logged. The training journal is the discipline now.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,12,5000,"Five Thousand Sets","Five thousand sets banked. The training record speaks for itself.",approved,,,
cross_cutting,9,exercises_logged,"Exercises Logged",count,wired,13,10000,"Ten Thousand Sets","Ten thousand sets logged. A decade-deep training archive in your name.",approved,,,
cross_cutting,10,custom_workouts_created,"Custom Workouts",count,wired,1,1,"First Custom Workout","Building your own session is real ownership of the training. Three next.",approved,,,
cross_cutting,10,custom_workouts_created,"Custom Workouts",count,wired,2,3,"Three Custom Workouts","Three sessions built. The library is becoming yours. Five next.",approved,,,
cross_cutting,10,custom_workouts_created,"Custom Workouts",count,wired,3,5,"Five Custom Workouts","Five custom sessions banked. You're programming your own training. Ten next.",approved,,,
cross_cutting,10,custom_workouts_created,"Custom Workouts",count,wired,4,10,"Ten Custom Workouts","Ten built. A real personal workout library, taking shape. Twenty-five next.",approved,,,
cross_cutting,10,custom_workouts_created,"Custom Workouts",count,wired,5,25,"Twenty-Five Custom","Twenty-five sessions built. Your training is genuinely yours now. Fifty next.",approved,,,
cross_cutting,10,custom_workouts_created,"Custom Workouts",count,wired,6,50,"Fifty Custom Workouts","Fifty custom workouts. The discipline of designing your own training. One hundred next.",approved,,,
cross_cutting,10,custom_workouts_created,"Custom Workouts",count,wired,7,100,"One Hundred Custom","A century of custom workouts. The library rivals any pre-built programme. Two-fifty next.",approved,,,
cross_cutting,10,custom_workouts_created,"Custom Workouts",count,wired,8,250,"Two Hundred and Fifty Custom","Two-fifty custom sessions. Coach-grade programme design, applied to yourself. Five hundred next.",approved,,,
cross_cutting,10,custom_workouts_created,"Custom Workouts",count,wired,9,500,"Five Hundred Custom","Five hundred custom workouts. A working coach-level archive. One thousand sits ahead.",approved,,,
cross_cutting,10,custom_workouts_created,"Custom Workouts",count,wired,10,1000,"One Thousand Custom","One thousand custom workouts. A career's worth of training design, banked.",approved,,,
cross_cutting,11,workouts_shared,"Workouts Shared",count,wired,1,1,"First Workout Shared","Your first share link is live — anyone you send it to gets a discount. Three next.",approved,,,
cross_cutting,11,workouts_shared,"Workouts Shared",count,wired,2,3,"Three Workouts Shared","Three share links generated. Your training is reaching beyond your screen. Five next.",approved,,,
cross_cutting,11,workouts_shared,"Workouts Shared",count,wired,3,5,"Five Workouts Shared","Five share links live. Each one a way for someone else to start. Ten next.",approved,,,
cross_cutting,11,workouts_shared,"Workouts Shared",count,wired,4,10,"Ten Workouts Shared","Ten links generated. The community grows when members like you invite in. Twenty-five next.",approved,,,
cross_cutting,11,workouts_shared,"Workouts Shared",count,wired,5,25,"Twenty-Five Shared","Twenty-five share links live. You are actively part of how VYVE grows. Fifty next.",approved,,,
cross_cutting,11,workouts_shared,"Workouts Shared",count,wired,6,50,"Fifty Workouts Shared","Fifty links generated. A real, member-led referral footprint. One hundred next.",approved,,,
cross_cutting,11,workouts_shared,"Workouts Shared",count,wired,7,100,"One Hundred Shared","A century of share links. Few members give this much. Two-fifty next.",approved,,,
cross_cutting,11,workouts_shared,"Workouts Shared",count,wired,8,250,"Two Hundred and Fifty Shared","Two-fifty share links live. You are part of the growth engine itself. Five hundred next.",approved,,,
cross_cutting,11,workouts_shared,"Workouts Shared",count,wired,9,500,"Five Hundred Shared","Five hundred share links generated. Sustained, member-led growth. One thousand sits ahead.",approved,,,
cross_cutting,11,workouts_shared,"Workouts Shared",count,wired,10,1000,"One Thousand Shared","One thousand share links generated. The community has grown with you in it.",approved,,,
cross_cutting,17,lifetime_steps,"Lifetime Steps",count,NOT WIRED,1,1000,"First Thousand Steps","Your first thousand lifetime steps via HealthKit. The step ledger is now live. Five thousand next.",approved,,,
cross_cutting,17,lifetime_steps,"Lifetime Steps",count,NOT WIRED,2,5000,"Five Thousand Steps","Five thousand lifetime steps. Around four kilometres of cumulative walking. Ten thousand next.",approved,,,
cross_cutting,17,lifetime_steps,"Lifetime Steps",count,NOT WIRED,3,10000,"Ten Thousand Steps","Ten thousand lifetime steps — one full day's recommended count cleared. Fifty thousand next.",approved,,,
cross_cutting,17,lifetime_steps,"Lifetime Steps",count,NOT WIRED,4,50000,"Fifty Thousand Steps","Fifty thousand lifetime steps. Roughly forty kilometres of compound walking. One hundred thousand next.",approved,,,
cross_cutting,17,lifetime_steps,"Lifetime Steps",count,NOT WIRED,5,100000,"Hundred Thousand Steps","A hundred thousand lifetime steps. The first six-figure mark cleared. Half a million next.",approved,,,
cross_cutting,17,lifetime_steps,"Lifetime Steps",count,NOT WIRED,6,500000,"Half Million Steps","Half a million lifetime steps. Around four hundred kilometres of cumulative movement. One million next.",approved,,,
cross_cutting,17,lifetime_steps,"Lifetime Steps",count,NOT WIRED,7,1000000,"One Million Steps","One million lifetime steps. Roughly eight hundred kilometres of cumulative walking. Five million next.",approved,,,
cross_cutting,17,lifetime_steps,"Lifetime Steps",count,NOT WIRED,8,5000000,"Five Million Steps","Five million lifetime steps. Approaching the distance from London to Mumbai on foot. Ten million next.",approved,,,
cross_cutting,17,lifetime_steps,"Lifetime Steps",count,NOT WIRED,9,10000000,"Ten Million Steps","Ten million lifetime steps. Eight thousand kilometres covered on foot. Twenty-five million next.",approved,,,
cross_cutting,17,lifetime_steps,"Lifetime Steps",count,NOT WIRED,10,25000000,"Twenty-Five Million Steps","Twenty-five million lifetime steps. Roughly half the Earth's equator on foot. Genuinely exceptional.",approved,,,
cross_cutting,18,lifetime_distance_hk,"Lifetime Distance",km,NOT WIRED,1,1,"First Kilometre Covered","Your first kilometre covered through HealthKit. Every step is now in the lifetime ledger. Ten kilometres next.",approved,,,
cross_cutting,18,lifetime_distance_hk,"Lifetime Distance",km,NOT WIRED,2,10,"Ten Kilometres Covered","Ten lifetime kilometres — a 10K's worth via Apple Health. Fifty kilometres next.",approved,,,
cross_cutting,18,lifetime_distance_hk,"Lifetime Distance",km,NOT WIRED,3,50,"Fifty Kilometres Covered","Fifty kilometres covered lifetime. An ultramarathon's distance accumulated. One hundred next.",approved,,,
cross_cutting,18,lifetime_distance_hk,"Lifetime Distance",km,NOT WIRED,4,100,"Hundred Kilometres Covered","A hundred lifetime kilometres in the bank. The M25 sits at one eighty-eight. Five hundred next.",approved,,,
cross_cutting,18,lifetime_distance_hk,"Lifetime Distance",km,NOT WIRED,5,500,"Five Hundred Kilometres Covered","Five hundred kilometres covered. Roughly London to Edinburgh and back. One thousand next.",approved,,,
cross_cutting,18,lifetime_distance_hk,"Lifetime Distance",km,NOT WIRED,6,1000,"One Thousand Kilometres Covered","A thousand lifetime kilometres. Land's End to John o' Groats sits at fourteen hundred. Twenty-five hundred next.",approved,,,
cross_cutting,18,lifetime_distance_hk,"Lifetime Distance",km,NOT WIRED,7,2500,"Twenty-Five Hundred Kilometres","Twenty-five hundred kilometres lifetime. Roughly the length of the Mediterranean coast. Five thousand next.",approved,,,
cross_cutting,18,lifetime_distance_hk,"Lifetime Distance",km,NOT WIRED,8,5000,"Five Thousand Kilometres Covered","Five thousand kilometres lifetime. Equivalent to crossing North America on foot. Ten thousand next.",approved,,,
cross_cutting,18,lifetime_distance_hk,"Lifetime Distance",km,NOT WIRED,9,10000,"Ten Thousand Kilometres Covered","Ten thousand kilometres covered. A quarter of the Earth's equator walked or run. Twenty-five thousand next.",approved,,,
cross_cutting,18,lifetime_distance_hk,"Lifetime Distance",km,NOT WIRED,10,25000,"Twenty-Five Thousand Kilometres","Twenty-five thousand lifetime kilometres. Over half the planet's equator covered. Genuinely exceptional.",approved,,,
cross_cutting,19,lifetime_active_energy,"Lifetime Active Calories",kcal,NOT WIRED,1,100,"First Hundred Active Calories","A hundred active calories burned through HealthKit. The lifetime ledger opens. Five hundred next.",approved,,,
cross_cutting,19,lifetime_active_energy,"Lifetime Active Calories",kcal,NOT WIRED,2,500,"Five Hundred Active Calories","Five hundred active kcal logged via Apple Health. Movement is registering at scale. One thousand next.",approved,,,
cross_cutting,19,lifetime_active_energy,"Lifetime Active Calories",kcal,NOT WIRED,3,1000,"One Thousand Active Calories","A thousand active calories — roughly a marathon runner's race-day burn. Five thousand next.",approved,,,
cross_cutting,19,lifetime_active_energy,"Lifetime Active Calories",kcal,NOT WIRED,4,5000,"Five Thousand Active Calories","Five thousand active calories burned. The body has done meaningful work. Ten thousand next.",approved,,,
cross_cutting,19,lifetime_active_energy,"Lifetime Active Calories",kcal,NOT WIRED,5,10000,"Ten Thousand Active Calories","Ten thousand active calories. Equivalent to weeks of consistent training. Fifty thousand next.",approved,,,
cross_cutting,19,lifetime_active_energy,"Lifetime Active Calories",kcal,NOT WIRED,6,50000,"Fifty Thousand Active Calories","Fifty thousand active calories. Months of compound effort showing in the ledger. One hundred thousand next.",approved,,,
cross_cutting,19,lifetime_active_energy,"Lifetime Active Calories",kcal,NOT WIRED,7,100000,"Hundred Thousand Active Calories","A hundred thousand active calories. Years of consistent movement compounded. Half a million next.",approved,,,
cross_cutting,19,lifetime_active_energy,"Lifetime Active Calories",kcal,NOT WIRED,8,500000,"Half Million Active Calories","Half a million kcal of active energy. Endurance-athlete territory. One million next.",approved,,,
cross_cutting,19,lifetime_active_energy,"Lifetime Active Calories",kcal,NOT WIRED,9,1000000,"One Million Active Calories","A full million active calories. The equivalent of thousands of marathons of work. Rarefied air.",approved,,,
cross_cutting,20,nights_slept_7h,"Seven-Plus Hour Sleep Nights",count,NOT WIRED,1,1,"First Seven-Plus Hour Night","First night logged at the seven-hour-plus public-health threshold. Recovery is performance fuel. Three nights next.",approved,,,
cross_cutting,20,nights_slept_7h,"Seven-Plus Hour Sleep Nights",count,NOT WIRED,2,3,"Three Seven-Plus Hour Nights","Three nights at the recommended seven-plus hours. Recovery is starting to register. Seven nights next.",approved,,,
cross_cutting,20,nights_slept_7h,"Seven-Plus Hour Sleep Nights",count,NOT WIRED,3,7,"First Sleep Week","A full week of seven-plus hour sleep nights. NHS-recommended recovery cadence. Fourteen nights next.",approved,,,
cross_cutting,20,nights_slept_7h,"Seven-Plus Hour Sleep Nights",count,NOT WIRED,4,14,"Fortnight of Sleep","Two weeks of seven-plus hour nights. Recovery is becoming the baseline. Thirty nights next.",approved,,,
cross_cutting,20,nights_slept_7h,"Seven-Plus Hour Sleep Nights",count,NOT WIRED,5,30,"Thirty Nights of Sleep","A full month of nights at seven-plus hours. Recovery is now the rhythm. Sixty next.",approved,,,
cross_cutting,20,nights_slept_7h,"Seven-Plus Hour Sleep Nights",count,NOT WIRED,6,60,"Sixty Nights of Sleep","Sixty nights at the recommended seven-plus threshold. Sleep has become a performance asset. Hundred next.",approved,,,
cross_cutting,20,nights_slept_7h,"Seven-Plus Hour Sleep Nights",count,NOT WIRED,7,100,"Hundred Nights of Sleep","A hundred nights of seven-plus hours. Sustained recovery cadence rare in the modern world. Two hundred next.",approved,,,
cross_cutting,20,nights_slept_7h,"Seven-Plus Hour Sleep Nights",count,NOT WIRED,8,200,"Two Hundred Nights of Sleep","Two hundred nights at seven-plus hours. Recovery is identity-level here. A full year sits at three sixty-five.",approved,,,
cross_cutting,20,nights_slept_7h,"Seven-Plus Hour Sleep Nights",count,NOT WIRED,9,365,"Full Year of Sleep","A full year's worth of seven-plus hour nights. Recovery compounded into baseline performance. Five hundred next.",approved,,,
cross_cutting,20,nights_slept_7h,"Seven-Plus Hour Sleep Nights",count,NOT WIRED,10,500,"Five Hundred Nights of Sleep","Five hundred nights at the seven-plus threshold. Recovery commitment few sustain. One thousand next.",approved,,,
cross_cutting,20,nights_slept_7h,"Seven-Plus Hour Sleep Nights",count,NOT WIRED,11,1000,"One Thousand Nights of Sleep","A thousand nights of seven-plus hours sleep. Recovery as a way of life. Rarefied territory.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,1,3,"Three Day Activity Streak","Three consecutive days active. Cadence is starting to form — keep it rolling toward a full week.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,2,7,"First Full Week Active","Seven days on the trot. The week has clicked. Carry it to fourteen.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,3,14,"Fortnight Activity Streak","Fourteen days active without a miss. Routine is taking hold. Thirty days next.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,4,30,"Thirty Day Activity Run","A full month unbroken. Cadence is the new default. Push to sixty.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,5,60,"Sixty Day Activity Streak","Two months without a gap. Performance compounds from here. One hundred next.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,6,100,"Hundred Day Activity Streak","A hundred consecutive days. The threshold most never reach has been cleared. Two hundred next.",approved,,,
